business_id,review_count,stars
3oTVApC-eUzpGjrOVxIr5g,325,3.5
fYLCKglfKHjgzcOeo4ZDaw,78,4.0
XTmqUnO9FFbdbE4xL7Vhlw,17,3.0
GarQqqVFnqe5DjKK0JL9sQ,34,3.5
P8IsTiHq5Hesa6UPL604ww,719,4.0
f1KNYRXm8fxIjb6rVdyk7Q,132,3.5
HwEDsb1xtRBTuFwATTRjpA,346,3.0
sQV-yfhFjeRWnHw66n8qrQ,277,4.0
0xyqLvtr0Zbr4G-gML-QmQ,261,3.5
xMAmUPdDgYGWf6oNTLF3tw,51,2.5
3N9U549Zse8UP-MwKZAjAQ,1180,4.0
TU2iFaJFD0zJWVz3AzHEuA,101,3.5
wyFV6UN--hH_ifbvdsjSkQ,332,4.0
1SL4o9YkOxfJMXIx2jic7w,36,4.0
ISOtoQ5rUZwb6L7cLcb1Bw,29,3.5
iPyhXWQ2LVSgBlQA4vqKJw,116,3.0
OD61KMut0q5t2XBMZazFeA,153,3.0
jK9J9HimEchVs0-dC-G-fg,117,3.5
yF-KH1l-rLVJaON8gfpyig,256,3.0
rD32POdIhGN9eR8aUxl-3A,135,2.5
EhuKnhTKJTm_EZ_QGe7PvQ,232,3.5
0w3BdEOxvwKTpypwbN5kiQ,641,3.5
nS6QENxe6YODNrQ45bpC-A,156,3.0
BIqsItY0vyOshMpJ0I4cPg,211,4.0
RttisSZQkaRtR7vNZTTnXw,13,2.5
PozD8qMsDRhj5VhzhbIFDA,24,3.5
PKe8Y8BfWdkj82fICEVqiQ,12,3.5
wU8Sld-ehrRXiuH1QcWTcg,35,3.5
T2tEMLpTeSMxLKpxwFdS3g,945,4.0
cy3Or8iSsDOmHBBu2MwnOg,95,3.5
h7uxML49NQ_Wj-7zk0DSqg,50,2.5
fDgPqRj5oQE-lDRCc4afDg,36,3.0
NS9PS1PkQMnhBANb3NFxNQ,17,3.5
_NzimzgKxXdfnCv9skj71A,20,2.5
Ev142kLmV_ASI9iAl-KfKA,30,3.0
ubEa6XiMt6gOJ9xsUkbpEw,223,4.5
lgdde-A-rnzOw9ybmL82pQ,45,3.5
LGEIsxeJQATo9J1IA-TEdA,251,3.5
R9i4v1iPBCFeqzMkQEcfjQ,28,3.0
tuYk6HQgY3eYliiOUgNFqg,96,4.0
6kZ5oQALI1NsP-y6H3cKWQ,15,2.0
JGlfMP4mjH_gi8UaosjkUg,26,3.0
fnPefa87H-3CJnDungeetQ,24,2.0
coAdjIJ7Xomwq7sfHFzxKQ,72,3.0
aVkVDJ01OgvNwhlCUz_bng,314,3.0
NVcQuJ01BRqVeL-GT1UhTg,10,3.0
bSY97kgQpJ5BrpgW40V1qg,591,4.0
3FlWR_osNPb8dcqLgHebHw,225,3.0
iAuOpYDfOTuzQ6OPpEiGwA,340,3.0
VkECNTcZZ1mdN-VJltJcWA,147,3.5
oaqbLDW3wNqkynlnp4mvlw,496,3.5
jmyvOW6G2T1fIePvajB4nQ,307,4.0
z0rSmZQz9eEXjg_C3_E5-g,317,4.0
jS3U9iEGnJY7j5oT9iDN7A,198,3.0
XZbuPXdyA0ZtTu3AzqtQhg,3012,4.0
U8VBmn3BpDx9udmALk2TBg,16,2.5
QJR4qBUHegWEozSQrGmBPw,1747,4.0
rtlsfmdufArhk-47sWIf2w,642,4.5
5z1WIr7E9P2CSzyN5seeSA,445,4.0
cHdJXLlKNWixBXpDwEGb_A,1342,4.0
aKEEQqL1UFMieilnylI1gw,513,3.5
H3s8-8HdrZen0BpzMWvlhw,39,2.0
m1BL2XSBqnqP1qfmbrKmug,205,4.0
nzbQXU2x7O8oucKGthUT3g,210,4.0
R3TC2oq8fQK9c9BNMZ-ynA,778,3.5
-050d_XIor1NpCuWkbIVaQ,700,4.0
B7G_2Hx8Rx8l6oQ6K3n5Uw,127,3.5
_j2EtQtgLuXGRBfbM5YwZA,963,3.5
L192hPeosT4Z1qRO8jQbfQ,431,3.5
oGASRzKGpuiP12ilQH_nKg,567,4.0
UmZdQID7QJoyg2R92mK3HA,167,4.0
yKPY_6w7HNb0QhA3DcxvPw,278,3.0
vOfz55MmWgjNQ3BA2PnhgQ,564,4.0
0WoQQlMXVIDEgI0xNdENKA,568,3.5
BgthHqiXot2s4Sd_xcI6DQ,346,4.0
OVTY-NpcTA7iXbMQmusv3A,512,4.0
x7RRLRKyKdME9X3GuR5-5w,191,2.5
1CWMNSTRMejdSyXBG2chNg,127,3.5
V6Od7XYl_PznuG19DPfTAQ,30,3.0
I-5qHCVwT7k_KH67-YOx3A,519,3.5
zsQk990PubOHjr1YcLkQFw,179,4.0
jO3ikdNbF_TGGv87izTkEg,232,3.0
pLMPpaJ7whp86uL_3ezwMg,820,4.0
thlAnPN1ApoNxSnok_fcvA,246,4.0
0AQnRQw34IQW9-1gJkYnMA,1134,3.0
N3oEQ6N6c_T9_L5swRxdGw,24,3.5
cPmThZ7Ugpd8eJnIObOy0Q,235,3.0
bs07-hLuz0dq06gIUwR5mw,204,3.5
7e3PZzUpG5FYOTGt3O3ePA,79,4.0
Oto60yDwk1z72WmfWEYrjg,184,3.0
Ade8mPSOeEw2OodsN9DadA,264,3.5
N42CouuodYv-yGpmuUZyew,115,4.0
MYn-VzURyyDQqz0l5-PmDQ,74,4.0
OnKyFU0FsiPVd8Jwl6st6g,176,4.0
0HJvV5cLxSN5uDgZUBtgBA,78,4.5
wl6w2VNMA4g6O9lu7kTvFA,395,4.0
i0HpLiawX5lYc2tl41Q3ow,16,3.0
-7EwIdxcRC5McO35DVfeSQ,94,3.5
3qjztON1RW5Hn6QJLDl8ug,116,3.5
afuGFlekksBXZQnEvTMv3A,182,3.5
0pWGYVBxkufNn8MDCcA7cA,42,3.0
yxQsedCcjJEfqhC7u8Rl0A,77,4.0
G6EkDTXZ6zMUovg7JTG4YQ,160,3.5
Z5L-jOexcqCXfXWTIWnYlw,38,3.5
ZK0Q-hn46I8JrRTleg_dYQ,15,3.0
j_hB9Gt3VMJAbA2JyvyFjw,190,3.0
fGurvC5BdOfd5MIuLUQYVA,459,3.5
kpZ2vPjkHfee4pCLC05tfg,55,3.5
b-wEkSnjS9VSSymJI7Z_5A,130,3.5
hLThl4NxoJmHadtb6vLNsw,70,3.5
O1TvPrgkK2bUo5O5aSZ7lw,539,3.5
WmuoWetYC-4U2-V4taC6Wg,144,3.5
cB7FhpOwFCn380G6WGpJzw,182,3.5
OllK5_S-7svgSwbUfx1xYA,329,3.5
YRWGkDCSVVu6LU5tOjMGyQ,10,2.5
t8hwPi9M_jD6u81cVIgRFA,128,3.5
h_g5HV6Fw2rinZ3xqFwygw,287,3.5
4RggTW3skfGuUt0MOY_zHw,179,3.5
rmP7AzV3SAeRWUzbNuqQ5A,248,4.0
64_y0ZgHl34uOzHNnSnd1g,165,3.5
PUneCUDGvdgnay3uvI89fA,231,3.5
OMskTANen2g5AlwN4EyxMg,212,4.5
QF4tRJ-ot7dYwebAsn0seg,230,4.0
urPV81KJZZVTaZ8_JU71_w,41,3.5
B7XwqO9Lbzq-VtOiRobfCg,221,3.5
K-uQkfSUTwu5LIwPB4b_vg,1659,4.0
4ps8XJFZWi9nNwiWUcycVA,192,4.0
i--dxuKd_6Dx7mwgQ5nl-g,398,3.5
fKlr9qNoV37WQJwQ826POg,967,4.0
QrFuG9RN3UfUeE843mNlAw,78,3.5
SbwUKzeMlSZs-mQt0lOGQw,79,3.0
4uISbaUPJLVECBHIi3tpxA,459,3.5
KxGVWLAhwWjEOWfx2R2T8Q,19,2.5
rDt7Bz9Mare4ZfmxQcBD0g,35,3.0
R8TSCE3fqfDBLAx52jGGgA,41,4.0
Y6ERro4P_wmneOWj07n94A,102,3.0
Knnc473zh8m7IBC0oLTHkg,520,3.5
Kykw3ho8wHtLV6gr9qbWTg,219,4.0
6qKhUQwyMLBl9ehwB-cfxQ,156,4.0
5tTKSogU3fWO7TlnYrffbA,23,3.5
4RL5ydKIIFpU8bevsOKRdA,179,3.0
dWrezcuIAO-Ckx1W0gu5jg,387,4.0
WIXziLRw0l7-I3nHKIr_ug,93,3.0
XmgdFa3G_CZVfjtQEJMZfQ,411,3.5
DLv9d4CVzk8gPKSAEKpTSw,46,3.0
T0Uw6vwwfO3el29wBoDamQ,910,3.0
W70JrBKLDFV86PpgFu5m8Q,170,4.0
2DODGcOKKhegTzscdwWRig,30,3.5
aK2nwA5u7-WXbCoh2zH1bQ,31,3.0
-BplplCOayCupKnRVZcclw,13,2.5
dmu1wM0CRgeoTIUXFihU7Q,26,3.0
BkD7EFxN36bxAVhUORo22A,17,2.5
Ih0f0UyhFufm3C7kR72DSQ,271,4.0
sahppzQJ0HtvMC7L8ILTVg,64,3.0
5XIIUcmBADuz1h8W0QztVQ,20,3.0
Ks9nrEuLdjmrLH9uXz_G8A,56,3.5
1cwYKUoOGbgnq-wRfO2PIQ,19,1.5
-N_agk8RUHvHk3GVDsyunQ,55,4.0
x2SsRpZyMORwKLyTNNoBWQ,30,3.0
uOWWk2duBzNao8fiQFWkJQ,112,3.5
nUR_AQd_6Dhpx3sb2T6meg,77,4.0
SOLrbYk85owjJsyKkuc7DA,23,3.5
5-fpVbhoZcuSWatzof5YIg,117,4.0
J6n-P8InsDe8dGf5TC1bXw,11,4.5
3cbsPfoUUrysf-M8FI_0IA,216,4.0
HcfwrlljJpfLh71znq47zw,24,5.0
Ou86-U4_LyA7Hni0yJQfzA,58,3.0
FTKxYJj7d5u3GiEHG5cQSQ,136,2.0
oS96aJIHFWcFAlGHKKXjaw,364,4.5
ydcNlRMKs93AQpOhVkSrGQ,351,4.0
HbCo6u4IzsTh4oWwQJ-e5g,38,4.5
1uPQTz5XZSWr0ti7kUpaDw,352,4.0
xBxDMEkFK5GBhiy-8gGE9w,123,3.5
02BXFKzu1rgaYulNGYvi6g,219,3.0
A4kCvILTgfr_2cG0_yGNiw,129,3.5
ZeeWNTA3wpabS_0Y1We7DA,67,4.0
LOWn1xi9PfG2kxrUuC21nA,98,4.5
kJAmLFgiIjtjULunpr3NNg,588,3.5
-av1lZI1JDY_RZN2eTMnWg,808,3.5
aXIJx_kxbmxUioM7Kcokow,20,2.0
bPcqucuuClxYrIM8xWoArg,463,4.0
HpIEmY43r-mnjmwj_qg-qg,29,3.5
tMMEhYse_vbL-hBaI9pIug,23,2.5
AL_dmG-SSeykB0X5SpDiwA,13,3.0
THcAGc-Fb8gqmA1V-KvFkw,39,4.5
3rkxTx8DoZSl7_FryhXCVQ,34,3.5
AQJPI5rnkb7pBnBMWtSjvw,132,4.0
lPQh_HUXRtxDQeR9WSfMZA,22,3.5
bD46Yt0A_zToPPPE3Lv1cw,52,3.5
y3nhGBZagfj3tZe48v0pLA,27,3.0
dF11zSNDXbq6DBchUvqgZQ,54,4.0
X-jY75pXPS-qFp8gRBPaqw,26,4.0
8iKrvvY-GqNrh2UOjor-Iw,22,2.5
CWhCFNnV60zdQo4c1GBWOA,102,4.0
6Vyp-9i1jzwK_bvisuPJpQ,940,3.5
JxtwVeuCBX99KEciymlYXA,59,3.5
_DuPG5sSEwZcgfjdndQc4A,151,4.0
LDxKcVT4u2SW_3ClCYmIaQ,14,2.5
8HycRNzRmhwEkZiMD8X9kw,12,2.5
0_MI3uzOP0MMPNSfj5zB-g,17,3.0
DHiXfpd_vSfCCeFXPSucTA,135,4.5
dk7VpR5Xh7t28U99ASZz7A,120,3.5
Bm8nRUsZ-dK6g2eJLxMTOw,333,4.0
VugEOZbHiO-1drlhgP7Z4A,52,3.5
5V6u8hbA5zByb5k8I68z2A,15,3.5
DNip7JeIjjK3rBqE8Qhi1Q,56,4.5
oXr-wAuiMpxdltTbFz0T7g,23,2.5
J6VKpVFPlE25NVSt8PUONA,43,3.5
cFyXbPxTAwKRlIqe-XLMcw,225,4.0
mm2wLW24ESxNIEL2bjseaQ,401,4.5
-d0Ou1JmEK2j5HR4PGMahA,32,3.0
_WvEXsx2eZ53lTWHlIx9kg,498,4.0
OoI3WUe4Xl86d53avy3oVA,339,4.5
aRqxT28Tdz2aDiZ7Vkyejw,187,4.0
5l-yKN13VwfPwuSiBIqdJQ,56,3.5
6zi7dAlnk7vgvlGbUMoKkA,194,3.5
Dh6JsWOKQqIjuw4ZPnWkOg,64,4.0
e-ZkvfbMZi628OKVcoFOAw,133,4.0
lOmt6Edj6A4OZBUIUwtI8Q,37,4.0
KrY9xTnZtUVGMeSF4D7okA,54,3.5
Obr2u2nFUxhFH25be171FQ,16,3.5
YgBQEX8dB27FdYj7PaPhPw,159,3.5
tzl4KHt6ZAwyUJIEyemrtQ,234,4.0
Tl_jT2a0bRMac5_YW65GPg,34,3.0
DBnLtge5LRkLzVqJFspfMQ,44,3.0
yU_z2d0TnLBBFEEYMYhKJA,76,2.5
MTbh64cQsBJZ6Ogl2xg67Q,119,3.5
ryyptYnhb8n94NnEF_MRnQ,145,3.5
EMrghF81px-wnNqEYqA0Kw,149,3.0
QNfh79NwsNnl-AngRhg2ww,251,4.0
C-u6Ywuq192icOblKm6oKg,195,4.0
Bo9uuPiAsq_z02eb87N41g,192,3.5
aapwKXeDH_hsjthI13DI0w,45,4.0
-_TSaVr53qiEGqMkwyEMaQ,333,4.5
OIw3415Pgh2_5eNPCiIN8A,47,3.5
qOd7QUh-sIB7zN7RbP1-qw,150,3.5
-3Haoc0l9DZRSXxIHi9oJg,21,2.0
ku9ak9cQnIGBCXBtRd61tQ,263,4.0
FBSWwaE6gR7KAOyG1QhakQ,226,4.0
GPGgN0_7xFdB6gqwaMabOA,75,3.0
RZFryvOkznd4jtpj8PbSzg,264,4.0
cWGk2R8rNw7-X_DpNaBeCQ,52,3.5
7ED5DPk40iqlMpK1E7XoOg,63,3.0
q5xrVJ4kivx_yEfJeOKNYQ,343,4.0
GCvSY2oT-c87d0XXUSfvWg,31,4.0
TjvDMyJOy0eSil3kOGUxPQ,125,4.0
eJKnymd0BywNPrJw1IuXVw,908,4.0
OSXpi4u9RZfWq1FZt5qG0w,48,3.5
1LG6qcTXLCCaZmIEHwSDeg,20,4.0
1L-hVAtrwIlW8nFzQT_LoQ,10,3.5
409qhf4RF0rlxcuaM576Qg,78,2.5
W0ya1E9jp1yB8IFiGxr4fw,13,3.0
LN1_wzxb0nmhuaFt6wQ8sQ,34,2.5
XsSgv3vBOyOBXn3Co8EVIg,353,4.5
LtDYRcMJbJPhXPEklT29Fw,128,4.5
t5vvlSgoeHF9uY6VkokmSg,57,3.0
4gHMhHd90OiRUhwOb10-EQ,23,4.5
TjziWy83MOEkWDiO07RwRA,11,2.5
MyTsAeShB9pcWP84GSTAdw,395,4.5
fIcHJP6iJH15vIzV6JUROQ,211,4.0
Uo84nFvvrCV0xZN2NzDogA,11,2.0
QZFIdWmIWzL_3QNE6Qq10A,63,3.5
MYyJ9orpiRq0prjVq4ku7w,40,3.0
LelAlfuj5oVRF9CQdWLsNQ,925,4.0
WRpFnxnh3x_EZ_I91DZbPA,94,4.0
q5viyMO6EtJMmmarb4YmIA,63,3.0
oXoVJ0xKv82cBo9U6oEjlQ,1105,3.0
BToSTEiaK94G3h5_XROEcA,113,4.5
iIwKW2cBAxjElE8eUzjwqA,994,4.0
Cdk3wRR7TwJb1JW7agPJXw,160,4.0
BslEhCyzaQPfpHtDogb4hQ,526,3.5
-otvy1Q2hPQ1VvnEJPhX0g,13,4.5
ghDNHpqETRJGxG5iUtaZtw,520,3.5
zb61eT_ChYctlCXcIqlW6Q,139,4.0
8wt-saX_qXaqVCXQHc5qXw,173,4.0
gpwq15g8M3xMSpy2RL2HRg,146,4.0
t19vb_4ML2dg5HZ-MF3muA,144,3.5
dKOrxsz6ygqa-AatwzpKyQ,56,2.5
ctzH0uqGz6q_o2nuCrAUvA,268,4.5
065c76tt1dXBNmoGBymUgQ,159,4.0
pGu7YwnkIueer-3r3pkQdg,38,3.0
uLzgiSqVg5Pr93VVXSdOlg,256,4.0
rwOl_--ElAL1D50G8-BQLg,120,4.0
CfYZJ81nL6-6fFqS8OMR9Q,15,3.0
Orj8-yuYR7WuVV1eGgv1Ow,22,4.5
V_TxEdzeEs8P5nGPANOY7A,129,3.5
COqLTo3bb1fuMIg2_fA6Fw,54,3.5
cPaXllVOblQn3kHQ8olDsw,60,3.0
biSsdqExmdvIKiFuowOadg,311,4.0
LQ_gYNs5E10IGFE0NOyD7A,190,4.0
A-QlS6_vpJI_Yi67AyNJLw,44,4.0
AtUtG-oQp1rkk6ZdYcfSzw,160,3.0
xWeUlwx1eiZjyME5p93x_A,13,3.0
S6dARuOrrOXd4xSiTHti8g,89,3.5
OUB81Dpb6m7HjW4ZmeSlmw,71,3.5
vK1_qKEG7zHvjiTOsN0CRg,708,4.5
0keht9nVTliinChbGWWkkg,53,3.0
SeNOJ2zYHziptxLuiRINLg,675,4.0
MMGnDeqMUNQsLC5V6BINjQ,146,4.0
k3xTJmkojT4ArjuMV0jITQ,20,2.5
fh05S2FxDd_9Q95xf-ouww,23,3.0
xvcGZGoLwWpmDMMY1VN-OA,251,4.0
l6TEtn0bxJlXXVnKhwyeAw,121,3.0
Gc8xWVpbUlBYHAoOT9MTyQ,135,4.0
iag4htR8F7FmE9zpz7_GMw,56,4.0
Eg9CtoXpz4XHugZy1SDeBg,29,4.5
Jl2MIN70I2DGw8KhVp6g7Q,255,4.0
1MrSwj8i2VEBHdp3IsWCpQ,112,4.5
vgaOy7n8BQFkPb0wzNX9eA,34,2.0
vR5Hppx__U_VXObK8VPLOw,245,4.5
vF7nFTv22qA-YnCP09pvHQ,52,4.0
ElWzx5_fU8S2G45OnM-HpA,603,4.0
I9nziYEw4YIFjr3ZDBpFog,126,4.5
UidEFF1WpnU4duev4fjPlQ,736,4.0
y8zlR75tcmvkg49dqdLGDg,85,4.0
HmsCerK_rub0Ulo0aC0f9A,326,4.0
nxbVyDfknWtycymHluAzSA,34,3.5
QhAmKLX_0AgQe5HLxode9Q,48,4.5
V80NaT5ZnfuA31yW3Y5Pdg,23,5.0
8CRXSMiyTR9DOMOdrTDRUw,221,4.0
_y1Et7f4NE6D1P1GzphlIw,343,4.5
7zQejWAhY4v4LXHR6bY7dg,77,3.0
dUN-x3fwRxLmfvn9IUOr6w,22,4.0
RwlumSqNBunw1a1LXccN8A,540,4.5
9wNvIYUtUkB0B1LDyxapHg,98,4.5
brAUHv7Kmxx5nclssCPldA,75,4.0
3TRgD3KLVis61eGvMZrykA,79,4.0
C3d4HqDjWq9e_0cPfmPykg,21,3.5
Cl-xl1vTUwHeaGgBxzdTRA,136,4.0
0a2O150ytxrDjDzXNfRWkA,455,4.0
2CNaSduqZIsCRuNvdO_TAQ,32,3.0
ad7lp1JL-gC4d4zDXXNgjg,13,4.0
6suS1-FtOdwvdmAXZ5SdEw,15,3.0
s7Pj1mNYqRTGNOXLOiBafw,146,3.5
CymM3BP68hGigBK_5ap58A,80,4.0
ZfbwkAOnMguL_znvv_uJZw,31,3.5
s0UcfGpvOwoGERpvMGSi8w,113,4.0
_H4GXECi4nHfJTz4dsQV_w,191,4.5
-a857YYdjzgOdOjFFRsRXQ,334,3.5
MesBAxNk_M7ISbBmVDiiWQ,124,4.5
svFq2-4Yv5bIXtB2EK24Ow,251,4.0
lsGIcUOadXjaRtKFNtrq8Q,20,2.0
GxzEsd-81hVP6C2h6wMvBw,104,3.5
fykyDLOPBKphKy9fmZ4Kgw,169,3.5
HmRI5esljcm7kjWM--7Uyg,93,3.0
Ff0kQjNFKdn4CLST0ypmew,49,3.5
1aMxCG33wAoxjWoeRsl4BA,28,2.5
CtZ3HujCLTChyoad_L-nHA,310,3.5
orrhJxM6V1USwccG7MlxmA,125,3.5
9XM4MDo4RjpWQsjZkVcBOA,19,4.0
cNkm08qu--yjIY_NPxrS2g,77,3.0
mreVfNDmhkQBPbWZ6vtr9w,29,4.5
eiTWTVThkHr-DKXxIysbgA,186,4.5
a911y0BuV1rjHXkXlFm3Ig,155,4.0
YfeTH4jtz_gpWz0QRYJFnQ,99,3.5
6Tq13q3Ib17gSgP0zki3EA,13,4.5
Cy1bPenka65T2AUBAn-WkQ,54,3.5
A_CXVdyJCE6nyxwbd6fNwg,179,4.0
z_46RY-L3vcMrH3-wxCp9w,131,4.5
XvOzizKafffkMuk-tIdNcQ,202,4.0
aYyj9OdH059CoEXadmldXA,197,4.0
XWNbd_RDR4lIzf_XlnUqpg,19,3.0
nPB_oUbkXcgOiLYVmYrjog,83,3.5
0LhYg3iOF9IU2Ut8IL84TQ,180,4.0
XUu0kQThRtv4iXysUOEdtQ,13,4.0
_HqZV2Y9VGPNFbSMNs84bQ,75,4.0
q91nljuSDFl0IYReyF_A3w,101,3.5
2QznyHGF0PuiYkrl5RU66A,88,4.5
BEtgRzNeXGAf0uQ-HuSyfA,294,4.5
EneqsOFGCK4KXofNHsc5aQ,246,4.0
mU3vlAVzTxgmZUu6F4XixA,750,4.0
cUFBO-5Fgd7pR0JUakWXSw,175,3.5
7iuruLs-q-_RW06IbsBxZw,91,4.5
APLfzC4bgq7wVwq3aoDE9Q,44,3.5
Tv3YzCxzf-JWQAiXNkUrMQ,11,3.5
0V18KwdtfsdrIu9xyO4GLg,90,4.5
iiEjVLb4JDLE2xl8YGR-Gw,28,3.5
qVri-kxCnhQjXuU4cmhANA,17,3.0
WWWufR135GEXKynwYjLdGg,51,4.0
YOy1tOiMMOkrCQ4mO2i3eQ,217,4.5
dSjzFrUbIjqlhd2cJp-zSA,33,4.5
-Lgj3gdQZiVngAEc1yALzw,146,4.0
BPAm6_JH34HB9FG5Jx1Nig,50,4.5
OlklbRrfBIlc6obPtZPF3w,11,4.0
xrA53WYhRCml2bMfpQ_Hig,49,3.5
0pm-hpu8Rkfa16tLjWb-GQ,28,4.0
FAiZp6pLY5l9JITMQPASbg,71,4.0
1Qs8-7DUkIYrQVjBzFqdnA,34,4.0
277ETKOLg1XreTWL8hGlHw,43,4.5
VNNCmRTGq4QOT0uHdWVQmA,22,3.5
imDp2s4TANwV39FfYXTAEA,21,5.0
fhvLEIKdL8Xw3ZKrHCPcpA,192,3.0
iPuY6dR5w5X_gOM_2mx-hA,10,4.5
ZjKpGYdQCQPxzkYWAsV56w,152,4.5
-1m9o3vGRA8IBPNvNqKLmA,38,4.5
MQD3EvzB7C8zol6kBxBrSg,41,4.5
5RcSvs83ksJzQUHvMDMMmw,18,3.5
WtO8eoYmrc2_8kuXanug2Q,68,3.0
w_UCGMgok7N9p0XdYBx1VQ,604,3.5
uWoctOrWMrL3w7jc8fFhgg,32,3.5
UOuitzP3wKaLOzJSPN38ZA,15,1.5
BgGzWcWPwJ7pN5Bm78BuuA,104,4.5
yy13WKIxs9Hjwrq40iUc9Q,13,2.5
wOZUfs_p_AO1zXGkBcX2Bg,11,1.5
5Ktv5ZmJI0CN4L0KxDWJvw,349,4.5
yNF9FqGJIJGqKmQfYALr_Q,11,3.0
PpreEj90GJUDm7LHI6kPOA,38,2.5
2zBCxn7_jHcfxoSjBdHJ3A,180,4.0
7_YOEQXlrbGpF9t9TPG_nQ,21,2.0
nzV7HlERvD_v1DEfL_oiGQ,369,4.0
WUmosjOxt_8nWByHgm8Kkg,82,3.5
7cLLZOdfsXqg1zqiK0HMIA,189,3.0
j0h8OH6ktQsnTmIaJsN5Hw,76,4.0
EYB3LarwcnLKeXqbWVPvRA,26,3.0
CUZu35ngL2-NyXIUuXEX0w,98,3.0
4FFhq0e4bxAG4uXqgT14jQ,20,3.5
MW6hyPt6Xz6cIVyp_r1yLg,57,3.5
Yp1swb-8pO8i-6-jaK2tsA,231,3.5
vraKC3CB9KSDCxYX0q3gWA,133,3.5
862VnRc1IJXoh_CmeIitCw,17,2.0
9xMM3pGCokNTvC6Ao3PByw,36,3.0
CauQnqZ5eowyrr7oWF_p3Q,980,4.5
BnMnAotMjCw7mYlYFZgCvQ,46,4.0
82hYL5WPQpvxg8ekDsB83A,85,2.5
_5PJ4GHIXNdUdXtohylKGQ,695,4.0
NiBzh0kHusvH5rdnpm7yVw,193,4.0
BuS11AF9XSHEShscxQEzeg,503,4.0
uQG9riB-sOJ9n9nng6Huow,222,3.5
Ijw0d-2wTcsciDesjCVgsA,69,3.5
MkKMmLQGtuZnjw-5GqLwqQ,25,2.0
FpNnsxD37wBfLGk6rHAO1A,31,4.0
O4TYqnhpXpyrgJBkucaeaw,18,2.0
RdsUw-gfrDQVCM5sygQ0Ow,23,2.0
9IpKGHaPy3hhXo9g5Bt7lg,273,3.5
AMTNJbYbu0OMMAkx4meQxw,199,4.0
DYuOxkW4DtlJsTHdxdXSlg,707,4.0
hHe1mFDxxrtejXHfiysJJg,259,4.0
eS29S_06lvsDW04wVrIVxg,1244,4.0
cMybOpJd352Cb6y9SeVhPw,200,3.5
NYf9TKBKPpa1wkA_uwIlfg,443,4.0
z4K95Y4P5nMrtJiDtXWDYA,290,3.5
NnOAwa0A2tNPnZl9IHVLPQ,58,3.5
L_ZLtfHvfzfoNVQ0-okTXg,1048,4.0
YjAo1DBb0YuPE_RWmhNyrA,395,4.0
dg5cg298SXZVMo4ZEwSUtg,161,4.0
ms7cmWkPiSBDTnz-1sv2kQ,449,4.0
rOqY1Vj8sQ6kL9XLVQRslw,342,4.0
O6rGW7A7l_125-xzTZkRLQ,225,4.0
kmdFk8ETfXiuoS364jaJFA,311,2.5
g8OnV26ywJlZpezdBnOWUQ,3050,4.0
L_X5eAd4moE40AsX6Havhg,78,3.5
wUKzaS1MHg94RGM6z8u9mw,1495,4.0
a3APDveO8DSEIp7o1f24hw,284,3.5
aQ222ydz_GSRZV66xNt4kQ,441,4.5
pNYrI9kmAvv1TmAmSoJ23A,95,3.0
oZcbn7ENit23xbCsyu9xbA,393,4.0
X6YpIqhaP_qoSZJRBcivGw,175,3.5
uhroo5AV1dcCHpI6ZQIj8w,65,3.5
WSmOu-JNHfVxvisIWAvL9Q,248,4.0
-LzUYsR54hd8cCiYXTquRA,360,3.0
T1EKhweXQnRP3niBrBL7Ug,129,3.5
NF0H-HFJOK6R8fkhYkFuzw,411,4.0
MbdUXJ-I0dKIrqgfqm1SWQ,179,4.0
V2yFOyq-4cj7dUvEXyMiGQ,23,2.5
VzSUgIOcyO7JmTwYDnyivQ,309,3.5
4Bw9XffSa0AMy2SrNCS2KA,197,3.5
65eDIQ8bpMJFtgdyX7ulVA,557,4.5
0CB7YB1qRSWLQvMbHw3Fmw,329,4.0
HEmSK3apoP4xwVs0YkpNLQ,49,2.5
oxig-TT9V2QttAvRqa5WNA,69,2.5
iBCMaNm_hv9IlCDa7AWPig,217,4.0
6ByEVNwpXqh-e9lNQ_X47w,108,3.5
mqqpu_OBoaQmtA4wFfG-Yg,236,3.5
9_onoqwv9ZdItxc8OlUKAg,176,4.0
IsN0qEzgAXBjbT3qn6lokA,257,3.5
GWnhc3MO4XjsKIpyExV--Q,132,4.0
2dOS56h2QueEIDAdP9-1TQ,157,4.0
K6fYrrTorlpXmqutRcrHzg,385,4.0
A5Rkh7UymKm0_Rxm9K2PJw,1204,4.0
gOOc6MDdhw7fV0Tf30mfAQ,352,4.5
N7j_rJ0Vlwb-Gf-6cy4uiw,24,2.5
K5Ex8diP6rIh8P16D8KHVA,98,4.0
l9bKROPyMVm5cfQXPX09ng,109,4.5
H_yoEB8N8CeABPuLMFWEzQ,213,4.0
t749-3jKKDyO8QH3VezUHA,45,3.5
J6qWt6XIUmIGFHX5rQJA-w,781,4.5
o99TYf1ZOVM1j9gWw9vclA,77,4.0
JeRSD160z-pRRdfwfz5jyg,33,4.0
R3Cg6XvdBNXXNbEu6M977A,28,4.0
D7Wv_B7GBbrx-EDfgxDwRA,39,3.0
6qZ7ENuqaPqwuttURXQSWg,24,3.5
4GVh_mSD7f7DfhEnBF-j-g,20,4.0
ax4ztJvW28xgGvI0OPqGcQ,146,4.0
PAJlmByrU8zAB3WsXxA30Q,91,3.5
