,business_id,label
MU8UM-fbTMYhq5R0qkyysQ,tBnkwWamzdO6X25sfV0Fyg,2.0
lHzbZl0U5rQFBvUwQwtCfQ,9T2fYTnKClbBKCDaJypGxw,2.0
1Wd38ptVTnEqM0eIFa3xZA,CuP3Z3CUZrV22FytT_uZ1A,2.0
qFMPTC2-dXeNlF4umxtzvA,i3tQsfpdKoXttqp4CFLA-Q,2.0
DW4TzGIcqesBSMgbRTWoTA,50LSp1WnwMA3PMXXvXDj0Q,2.0
lBFYfxAaYr1P1BYHjNSAoQ,mzOEQeAJ_ctf8sHnOccmug,2.0
h9EjhBO6vxYUnAiL_QA2nw,auDjameQ8PKA2cIwyI5uQA,2.0
A_vvzi09y0sMRLNLBTv8TA,7_YOEQXlrbGpF9t9TPG_nQ,2.0
oaNVXhSLHVCdzUOk7rDiNw,7_YOEQXlrbGpF9t9TPG_nQ,2.0
3MjwWAMWxPcXr9tYua2UEw,_5inlOVvlrCOKcI772RqJQ,2.0
CDbRT-SAtH2MbCChBnD9DA,50LSp1WnwMA3PMXXvXDj0Q,2.0
H_dFx0duv1bAK4FcCF_1Iw,1ibcr-sgeUXJNAE51Czjpw,2.0
oQRt3jRftrG20CvR7J_XRw,MLYy937DjHHtE5Cwpg3NEQ,2.0
00O09lqyezr9nvfTZ_NLvA,tBnkwWamzdO6X25sfV0Fyg,2.0
kf9R-amkD-Zkm0QuNCVnXw,xlxDYmBKcxivtawHudutRw,2.0
BymBc1UWqkc9s4FHE_YA-Q,iBZcbvdM1vp_xiuxJVqkNw,2.0
HwuJVcC-r0H5bELWxXsuQg,syK8j95vkxKeHmQ3xyKnPQ,2.0
PRSw6QBsPREOoafgTYNtOw,SN69A7A6gnjAJiN9wnNWHQ,2.0
Pp8IWzREAK6QzmmRv1clKw,lINk_EU_elY6iTrfUGcRqg,2.0
BMXqXaFr40dafxErXM36ug,QP8rKSa_kKYpc9iz9f5UfA,2.0
0dFNA1Gsvq7hcW-1XQMUIA,d46IlWJKA0RSoWwKlH9glA,2.0
SwRHuqmvRB5JeFcQmv9WwA,R9hy8FSG869i9xeYNF_Y8Q,2.0
ZpGuYY8S762zLOHVypCYYA,k_90gSYkCpPuTPlgMzVd8g,2.0
qULUcg_U1tHg9nN4TgjIdw,YYRP-b61hjDljhWBfmUlDg,2.0
xOIPijmsbmW1RKb44bYnHw,gecqbUz6uQ8PckqF-J8tFQ,2.0
XNpWtRBWL_DAXiSAFxA9iw,1ibcr-sgeUXJNAE51Czjpw,2.0
68h4f611VsOKY-3rwxLN3A,ockrLlsm6dhOGYjP9pvKSA,2.0
ImzvQQWgAqbaos3Cne-DHA,DQbbE26lEFq4rEFSaEEhRg,2.0
vySs8cMD9tArPdCbGaPDSg,auDjameQ8PKA2cIwyI5uQA,2.0
ZfCSHSMGGi20y5mi-KspMQ,RdsUw-gfrDQVCM5sygQ0Ow,2.0
BWGHazAsZD3aggWQPxKWnw,RoJ9SBgzyNYlJliyG6YIew,2.0
b2wPtmWCzwW7ivCWZpYiQg,yniif9v-2PpVIbsotxv6OA,2.0
soX6jP7KJakNqUDKTey-Yg,wWfMjXMq350bMWa2WlD8RA,2.0
klTlS-eF8hKUz8vxYknjdw,i3tQsfpdKoXttqp4CFLA-Q,2.0
X526_-ToyLBJbPs409Snlw,WynSwONQjN7heBpTtP2Csw,2.0
H0UDPh1Yh7VoFHW6I7zgOQ,Y91-sIlVyH6v4YM6sTINAw,2.0
IVJR36lsWxQfDH_vNy_jCQ,ZTnFd587gd21wuGDDDD3Ng,2.0
_O73-YNPtrkH9aOyRBA64w,1ibcr-sgeUXJNAE51Czjpw,2.0
2YvviHQwkewKATLhImi3vA,--Ni3oJ4VOqfOEu7Sj2Vzg,2.0
3afqTQy34bW0X7VqGfsckw,1ibcr-sgeUXJNAE51Czjpw,2.0
lJ0nIz9Uc__hH0yhegQupQ,7yMtQ3nlre2Tr9C3UTQY-g,2.0
oebSLKE6JIjC-uy8fc6fgw,Flu85aQ9mdeL0dyja4Vv0A,2.0
1-Xytw74Wk4m8eV1aOcDDg,7_YOEQXlrbGpF9t9TPG_nQ,2.0
pam7FztWvig48D5ezPx6fQ,LX2tNHlYsxHNdNo5j0ZF7A,2.0
7UFVEaDkSbj5hjpoVH7Lig,kNij6LlC65nxugxAJyEGVw,2.0
D1N8QzYxs6Z5ajzVt1C1lA,HPngBhTmMOXbQI9Noppeaw,2.0
hKGihsK-RVKPgREtJnUPpQ,p-qvtajJfi19y3Oz-pa9_A,2.0
n18Gou-LVLmhxhM3S6THcQ,lsGIcUOadXjaRtKFNtrq8Q,2.0
x8KkB_PqPzzjtzIreoExSw,YLPNG_JzasQN_UqUb3a2fg,2.0
0ZfCDnqL586g7VDrcCOw6g,VPO8pBUwYz1u6GoG0d2U-Q,2.0
tPCuIHlyPcYQOj_MBSgj0Q,HewQZ7hyegytoABzApyUiA,2.0
rqj9ey03K0AFex25O7b1SA,syrKP5G1dam0mn8YWoofoQ,2.0
lrDMCCz2UHi6oVlGXBm0iw,nOykFBuMLOuw3ZB2WTk50g,2.0
ecl3XS8bljhPPZfSreQnUQ,Mw4OBWvBQ-L_a0EOFKFDjQ,2.0
kb0olWftUuw5CysTDmlaFw,NtIUfE8Yj119F3DSPXYs5A,2.0
BZfcN821BmMe7e_v0gv56w,EUgHFeAvock2Ut3iWPlG8Q,2.0
CSVkLyZUDurPLTMaXGs8QQ,r9J4uFdWhDgH8poy1KTdDg,2.0
mOr9sYrMQTGqpCWn5-2KOg,1CxCa62S7kEhL7nIbaY4Hg,2.0
8QAyLUSYDbQY2cWuNzlwew,n28_5ElTCVkhP-9BTgQGgg,2.0
uXkNzpfRb1kjjdQ78_5muQ,6TvB1PZCY1Ap2S-yNJPs4w,2.0
RhODk2iXLkxnkxkl_cHsDQ,BHAIidO5o16UpCNY3qTICw,2.0
nT7okME6G6gjUhc6itjWBA,SSFI9syOoz84W9UnptYEPg,2.0
040-cnDAIp5PRgG4NdN1Wg,i2hPnUeiCzDyyyzLtIWqgw,2.0
RrrSkmymU2s5ktOd2WdH-Q,M_1E7QGHH684tevoesrQkQ,2.0
ka7gmcPfshFRqbRadiFQQA,7_YOEQXlrbGpF9t9TPG_nQ,2.0
Bbm8tHxDPbNR_AhRLF_vPQ,mcXRNuN1MsgXYt8B2MWz2Q,2.0
T3PpJCoFvsG4N8eFAAX4rg,k34J0L6xAnknbv40WGvpcg,2.0
zxqGiOM6fhjxBmLJma8BPg,medCzwjjGeReqxOt-iPVTg,2.0
BD93HGRA8T_QTF8LdT0lRA,-3Haoc0l9DZRSXxIHi9oJg,2.0
EUWv-KbS6U6n9CSH9CCu9w,_jGyZz4v9dedx_LIdJHulw,2.0
JuuNOc0fHtYL8nUazNfJjA,0mxXTe1LPXOmPy-aGhZTuw,2.0
dzyJAn8UXAbYiDYNNH5izA,b0Xy5VEwRNWqglfxy5Anlg,2.0
TOJBdn-zZx9weninpTEzEw,TzpqNdtAZHXuIKf2xS0o2A,2.0
44ZFx4k6puwINqJnT1eXuw,9HG09ZNqzrEUz-ipSTRkKA,2.0
sRS7YR1ge-2wp38EeA4lCA,J3YJUNWNW-j_LZDY3NW6iA,2.0
GLKG2ebpGP7T8sPpybuNug,i2hPnUeiCzDyyyzLtIWqgw,2.0
DB_-VCcANlgxEXKj7mwBwA,7yMtQ3nlre2Tr9C3UTQY-g,2.0
0QSYfpd0KCkHpbxGDvVazA,1ibcr-sgeUXJNAE51Czjpw,2.0
RXhyEy8Cn2UA_q6nfUsnpA,X33BIVfxrbNa5l_53w2FpQ,2.0
ootNxFqmxcHys5JnFciRmg,8xRBpeEcnLSIRaqYbF-JWg,2.0
s3QUbJogElgsci_wH7A_Gg,5Pd6YEGn-iAcJf9BM484UQ,2.0
BqfC0tmFaUixzeaQKHOrew,0vDqYiaVnr0q7TaFv73gtw,2.0
zhpYn1TKxbLEDv6eqzbMYw,MLYy937DjHHtE5Cwpg3NEQ,2.0
i_r22Tuqs19CJySSXbpcOQ,hx-oJMNnweYqE5ybU8aiSg,2.0
DUPXg-qlB8XFJPrCsLZ1dg,b0Xy5VEwRNWqglfxy5Anlg,2.0
-jHXMjiEmfxm_YFxPs4tKw,1bCitUM1BpqnaekkqJsVdQ,2.0
9siRHojLSWFZMyUIGLmb3A,M3oZXZadhL7fF1uurkdk9g,2.0
o1VFTrb4lVqgt3B6HsmcpQ,7_YOEQXlrbGpF9t9TPG_nQ,2.0
HHb712L_P65Vhq6DHGg7nA,862VnRc1IJXoh_CmeIitCw,2.0
yqMJOGbBGy2aOjy42GFQ9g,gypAbV45wzZ8qP_LmW443A,2.0
JTJ9kwqn2tA6okmMO6_6MA,xRUQHWCscNqWQzzfO9qN3A,2.0
-V0CXWu4pUuAEY4XQ0rDlA,-EohS3nXZGl6odE9Lx5BSw,2.0
zLHQG8hCUwCXvVz2ZIkTTg,i2hPnUeiCzDyyyzLtIWqgw,2.0
gvcfX2guAacYLfUC9K3_2Q,SCqI6lRq-coK8vZlB643kw,2.0
OTTvmtfBBXjJ4l9DXuHYMA,lINk_EU_elY6iTrfUGcRqg,2.0
vOSnC0MG4-q1acw-9z1P9g,9Z6WpoBnuBZBWr0ML6WRpQ,2.0
AWhTrNxLO1TRFnlXzgPkeA,yg_oK5Luqh-VbsF0RK1teQ,2.0
O2UZxB__vv0PFow9dZYa6g,NdXgEnEpHrP74L1oZtdsBQ,2.0
maHRRQ6IDwpPgK1k7ZD9XA,1ibcr-sgeUXJNAE51Czjpw,2.0
tnPZv1Jpk5q3RKXT8FkkwQ,50LSp1WnwMA3PMXXvXDj0Q,2.0
pCU9zSiB7cWZ2IOpR5dA1Q,tMeEiLIGW-k0fNLhDsD9Ww,2.0
5vHosHlvhwWXoCB_5z-ewg,gqGrMnDYEToXOYajBuEvKQ,2.0
2Tf4BbdSN8ZNvvxp8GTevw,D5FSrBiSFbRlwlZ3AlkpHA,2.0
KWqQ9Zam3OrJAToR8b2DFw,oyjkEn5fAqcGNsBbqc8LTw,2.0
JeyGTrEo4VORP2NmTCl2eQ,i2hPnUeiCzDyyyzLtIWqgw,2.0
wNER9Xsqr5y1p-V9RZ4KVg,4w3CXzYFboPjsjDHIXyVLg,2.0
6A5H-8qr8qnKf4NHm-fZtQ,k34J0L6xAnknbv40WGvpcg,2.0
ImMqEnCpXGk3V-Od4Lxmlw,medCzwjjGeReqxOt-iPVTg,2.0
d7Ex_RQ5h-9jkNDI4VrJNA,2706goA6nyUtHbOrPoATCw,2.0
4cSc6g17uOI400Tn7gH1jg,ptMCwaAGqMj-nJE1tA3vmQ,2.0
cD0bWSkq8putoad2Gjk2fA,QMaaLfedGzNhHz6PZKAUkw,2.0
IlPRENgL2SrX7kqjWSqGKQ,WEwn-xveW2T1dQxuCUd0Sg,2.0
qoOEXZE2gUAYCtF4P0obVA,i3tQsfpdKoXttqp4CFLA-Q,2.0
TlyCtGL6uEaPNRDIBZQwOw,syRPwPqdV6h3eenuV1d6rg,2.0
_t14w5IQPyrmq6F_u_hD-Q,7_YOEQXlrbGpF9t9TPG_nQ,2.0
HH-6oDaiohha3wgvhG5JFw,euxQLuOeFIfsZWj6PmHp7g,2.0
IrB6udxDJdm_KrW_0wuMqg,_So67Ne0t4vNQlbN_C7GyA,2.0
Id2iV9HO_1RgRMXPgG5_nw,YH6hDo64_CfCcSBuCAivlg,2.0
y2zIzBDCUZ5Fk0auI5ICLQ,8w_PzYVk6cR37lpR-SWMog,2.0
q2iAPiFCuPaA7cbYi1pwyQ,0uzQymPVW2l24rpjX9KIBA,2.0
VjiogCSv2ZS1GkLhSnpEQw,syK8j95vkxKeHmQ3xyKnPQ,2.0
68YULH9d33C8OK8s7qlX9A,Y-omMxOCDSYd7jbo1PSCig,2.0
aeM6kcDe8f9CzXlHEnOeog,PM2u75n_bJA_hvWcvko_tA,2.0
MhNeMOJN3quJKh8q5fq1xA,mcXRNuN1MsgXYt8B2MWz2Q,2.0
kHoHav5-Yo4_P-0sG_J1pg,8w_PzYVk6cR37lpR-SWMog,2.0
XsodpVRiC9QBo6tjbst7iw,C_MKyyEaJVUTldNujrnTZQ,2.0
yK7zCDmMmFSNb0Cwo2mW6w,Al-cFxIKoJpbPW9Roy0FEw,2.0
TDx0V96HHTq1sGLJNfrX4Q,ockrLlsm6dhOGYjP9pvKSA,2.0
yVShVQGVupzB9AR9Lv6KsA,tBnkwWamzdO6X25sfV0Fyg,2.0
-XFsD-MO8q-X1EOZYBxAWA,YH6hDo64_CfCcSBuCAivlg,2.0
QHbyO6S8MywRg4TJxpC6qw,Eo4s6CmPpEcXCkfg9Zk_EA,2.0
O-yMXcWCvoL2PVSVYNUAYA,SZyrTU-tuZt6d9L6nDxyEQ,2.0
KxU7qkoV0GK1CLNZhZJFmQ,AoSrHwLCR5JQotVFwtLFTQ,2.0
DzkJtuMJ-zJ269L1a8SVwA,medCzwjjGeReqxOt-iPVTg,2.0
D1L-ZTIehiIadRf3uEW6iA,yXLNyvE7fZPqXEfDx6BmEQ,2.0
0P5QggwqRSOkf4WTmyhGTQ,yg_oK5Luqh-VbsF0RK1teQ,2.0
qasbp_gQEL0t1MxzfNnEow,QMaaLfedGzNhHz6PZKAUkw,2.0
z2WAl8z8WnDM2QELhQBTcA,J6ztqzgZzTDyZp2Xxq7ebA,2.0
SVh7SnYoJb-4hjc8I43jKw,KhgWgCjLfHEHBOLP5G6QSQ,2.0
jj_7wrN7rUVpcRXsC61KOA,2jzM7PSeG8OwZ5EvocCpQA,2.0
Wz2l5d9XNWpHyvtBXzQeFw,QMaaLfedGzNhHz6PZKAUkw,2.0
hbC8kIdBYyVHALYJrYstwQ,p-qvtajJfi19y3Oz-pa9_A,2.0
m01sj2IDHo9Cm77txHti2g,WKCmhNrD-01wmaKO34oPbw,2.0
DhBP9_UUY87gZqSLAqeQqA,SZyrTU-tuZt6d9L6nDxyEQ,2.0
MjQtOc-PVr0bM88vi4fIaA,2IvrdAb6zdxr3ZqplqJHbg,2.0
7aY-nnCx1c3VwBfHziOU-g,n28_5ElTCVkhP-9BTgQGgg,2.0
DzpIWeNOP7xRxzxefb7rYQ,IAYb36NazDFBifoq9AKcBg,2.0
jTPSPnhfe-p3tyhPvdMUhA,SN69A7A6gnjAJiN9wnNWHQ,2.0
_-k-kpBPmu8TDVLrDOmvBA,S7VVVT1a_fYdTifBrx4_6A,2.0
M75MFGkQ3jWBu9Clce7kHg,medCzwjjGeReqxOt-iPVTg,2.0
HgaEtCphiOioeG22M8KnYQ,fh-hCT2esNJEocdBdggWoQ,2.0
6BZLZcNo5mLoB0ZK-nrDNQ,nOykFBuMLOuw3ZB2WTk50g,2.0
mzMU8gFWavf6QBWMlGw6Bg,jgmnzmHRMwLf6q0IKMziMA,2.0
rcAKMTovm85JKS91aZX0Fg,6kZ5oQALI1NsP-y6H3cKWQ,2.0
NaVclhrTwCfq76R-jSlXRg,i3tQsfpdKoXttqp4CFLA-Q,2.0
QlzbhACT2ej7q3eaHOPsLg,uWezUiqjiFN2pCrywy6p_A,2.0
EanLcKyRmsU2Gl_t--lWYA,medCzwjjGeReqxOt-iPVTg,2.0
aSaMH_nTagczgjHwhuNbmg,QMaaLfedGzNhHz6PZKAUkw,2.0
7EyHq3-QMRsdRZhu3Khc8Q,e-9f6vasnWh3z0uOq287Aw,2.0
c2zoQVdgrV_WhFVvY-tsJg,tBnkwWamzdO6X25sfV0Fyg,2.0
AKUXtRQYvKakW2LDySHQjg,50LSp1WnwMA3PMXXvXDj0Q,2.0
sdCU1F8HneT3raFPHFMCQA,oMcKvfNGX2HleFxYg1VGqg,2.0
4kQ_cBJUsAaaA79-0in78Q,lINk_EU_elY6iTrfUGcRqg,2.0
RTnMfL7K-aZMsJiWwAhuAA,DitQU2Y-WONolisjxP-2nQ,2.0
QMLYB_x-NQn82zi0N4J2SQ,aCoRJp8Zty-hY3YaHqIItA,2.0
qrxpK1pgOH5Sg0AbgbmfZw,lU0OdZrzNmLuU7SGvONYiQ,2.0
nYZbVz8bGrF3MNK2QIctZQ,1ibcr-sgeUXJNAE51Czjpw,2.0
aV06LIMmW07YVZ6DiHGZxQ,5JNvfPfd6mcpwNoekzqBow,2.0
IIh6_9GlfVjZelJ3JvyNTw,oYpwgiJxAN5X0O6pboBfng,2.0
pH0s7iHn8-UBGtPwpp51ug,GmUtjz9zNyPspEZ1DFl40Q,2.0
9CLtWJztO-D5z4_JeWqi5w,2XTHIR2Fza2XiC54NWiNZg,2.0
A2BQWV6vH_wTtFv_3G7Sew,rUlOBMj6o8cbhnKhQvsHpQ,2.0
Y0I_lsaV-NI41qcM-BOs2A,RUyjVV3N51cGGAEKZ4Fn1A,2.0
RaCWccRWmUKj8QC7TxEnRw,QMaaLfedGzNhHz6PZKAUkw,2.0
WKcjTidc-sM_ViAL2yTttw,06DxO1hUPQJmtUzIbVNKwQ,2.0
UqeH5D-XfPatjrXrpFbb1w,ZZ8sAXHb0gX-c81Ea1M3OQ,2.0
99yzZDCHhh8Ku37mYxR7nQ,aHDJO8v0WfTRSE2NblNpDw,2.0
LANwwjwHPVwgHmSqD70UyQ,IWDA6Tp8aFIaIqJJnZF0oA,2.0
Olm-YmRRuMtndTvH1sHpAA,aCoRJp8Zty-hY3YaHqIItA,2.0
cW1qAuQaYJe_XiM1IyxTnw,66EYUS3iichq-Gn6KjgX2A,2.0
L90ebNv0U7RWLHf2oQQExg,SZyrTU-tuZt6d9L6nDxyEQ,2.0
A3nI4Da5zLu-eFagR6Fn1A,LzYy9DdprXyI2zXNSP267g,2.0
UDzX1pPOIJArNAuxa65Njw,m5sGdODCWYVu-bjvqG_OOA,2.0
lAgwkAPhqtQ_jB7JU6qFFg,mcXRNuN1MsgXYt8B2MWz2Q,2.0
UmRbiDI8yXTg_5r7GhLCIg,6uA2uRexFr8kfv7ghzryHg,2.0
htpQWdKmW_U_TJIKhjO4xw,knzoe3kCaoh4gkGwA3l6Aw,2.0
88ri6VtzirBSWDIn19xVoQ,lINk_EU_elY6iTrfUGcRqg,2.0
vflH47N0OIFSuPmhvDkNHw,NFaA4MmgnS0u0uWCGGSHMA,2.0
Jl41jAM4X31aHsafCNrigw,IImZFNzX4cP84rFsyb-9mQ,2.0
D2T81mT95tFFcSMUpIYxtQ,6fKmO2gzGQhzM791H6b4mQ,2.0
KYBl9NGdYQpzHugGIYrOHQ,aCoRJp8Zty-hY3YaHqIItA,2.0
5bKHLndN4FFbNELiIABxuQ,66EYUS3iichq-Gn6KjgX2A,2.0
pCE8dk5_cR2a7DcCMXxJEA,O4TYqnhpXpyrgJBkucaeaw,2.0
7PAGf54iqJLFNt0UtYPjQg,i3tQsfpdKoXttqp4CFLA-Q,2.0
_W2P6QUf5Cnqt0HgR6-cPQ,aHDJO8v0WfTRSE2NblNpDw,2.0
PONXaMIt_EZ-028pWe4byg,BhdmSnBo9903lIYGh_x3kw,2.0
oUtq7S2WbrxZYUAW7q9cEw,4I_e_jA1C2b9D98zc98zOA,2.0
JXiv2UdSM84MwNQnPCU7iw,BnWDUUnDGYK0tIKvtmBP0g,2.0
HxeqZTP3khpaUYENKBFr1Q,VveJgvCshJios_o-zwKJIw,2.0
q-lZAH9G-CPEhzhD2P__Hg,IAYb36NazDFBifoq9AKcBg,2.0
hmt8f4drfU0eKxasNHo-zg,sTXzD30lkzR1t-u-e0UoOA,2.0
l48mu5A-U1OwxnLqfCqGGw,lsGIcUOadXjaRtKFNtrq8Q,2.0
FEnJjZ7R77GRk2nkxTRvdA,njiPpJhy94Ojq91Bev6ckA,2.0
IH7U9eM-Hsphjb1dbfjq6Q,6TvB1PZCY1Ap2S-yNJPs4w,2.0
FUES0lHDUAKGjckH3Y9UIQ,m5sGdODCWYVu-bjvqG_OOA,2.0
TCNgH7aDXOYDRBEEb_pebg,auDjameQ8PKA2cIwyI5uQA,2.0
3m-_8L-Rwhuiemt3Vy9-0A,u0hZsa4CXeRDy2R4-dyJvg,2.0
CX5u2sp7665lR_0y2gmEcw,Al-cFxIKoJpbPW9Roy0FEw,2.0
p5fx_h464dSRBySJWCrsQw,9HG09ZNqzrEUz-ipSTRkKA,2.0
p41hxv6PBVlcBaHlHjlNFw,0vDqYiaVnr0q7TaFv73gtw,2.0
c4Gt2M_-pUwSTinRY5FZsg,9UIpDZwvIZ0dEVF0NxamLg,2.0
E1DFjR8z-aKJg3seuBgbyg,50LSp1WnwMA3PMXXvXDj0Q,2.0
rMKKVPqMGS2pyxE0DIrYlw,qHfJERhZCrksyHfAj19OjQ,2.0
0ax51kADYP-rwWgHHuS3ag,HvVV1N9RyxsJhayQeDuuTA,2.0
uYSEBj9Fx9GbU4Y0d1CMDA,i3tQsfpdKoXttqp4CFLA-Q,2.0
39T6E8ZMBo-KcG8aruKoFA,50LSp1WnwMA3PMXXvXDj0Q,2.0
15J9yrvDE4S5KqE9NzFa3Q,6F1wUwVpP2Doz4wBgcu32A,2.0
kGr7BEt_fEyUirubm9DMpg,cy9bWd0tufGp-xkA8CIHIQ,2.0
5uq3iJ6RBEe71VePf17v0w,BhdmSnBo9903lIYGh_x3kw,2.0
BJ3ABrtXiBL5TTiLyLWngA,7yMtQ3nlre2Tr9C3UTQY-g,2.0
IOBGBFzpMv0-eu76OsAEfw,fh-hCT2esNJEocdBdggWoQ,2.0
2untGXvep8VCt25qvtL9aA,RdsUw-gfrDQVCM5sygQ0Ow,2.0
yM3v8W4LZskbZ7e7rVI-6w,9HG09ZNqzrEUz-ipSTRkKA,2.0
GGvPmBnh_lgB8Js1g3o_Ng,HPngBhTmMOXbQI9Noppeaw,2.0
EFUw6X83VCfeR7Ii2pZmcQ,jNLfGkcspKdHjnz7c_zrLQ,2.0
W7Dj0DPJo2NgfT4q32tpnQ,sTXzD30lkzR1t-u-e0UoOA,2.0
DNV2y_llN5PoT0KC-spf9Q,oDcTa97TuRsNVg8urdw6qA,2.0
KflY-_-NGhtmBLUqCbHt5A,50LSp1WnwMA3PMXXvXDj0Q,2.0
sG96ROqLYeAHPF8LimRNxg,lsGIcUOadXjaRtKFNtrq8Q,2.0
MXqfmtvNblYJiGsquoCFfg,_2Wbpm821bdNsh-gyqufrg,2.0
UW7mqeTPCjhaMyyB-2C3uQ,QMaaLfedGzNhHz6PZKAUkw,2.0
o36vkBgggWCUrBW7JWAqaA,I-KFzdnJcqbUHOAdO2I7Ig,2.0
v3bBVarkmW3eyK_f56k5UQ,uO7KbFyiMhhgFJNEDX_new,2.0
Yv4GB8nikjh9GCIPc8d2fQ,Ti4NZ-c4iOUtQbp_n__E-w,2.0
qkSm86d_ETsbcTmFaySolA,WD64Zr_LUXITJVAOFnT5Aw,2.0
IxxBI7kP7P9TBcTTjF7ONQ,7_YOEQXlrbGpF9t9TPG_nQ,2.0
vdUsBwZdVdaI8Z-7-sSG2Q,burpg9xI8_zvWgiahTNjGQ,2.0
cgzUkvBF5lv3uHdsZGmdWQ,OulLyhVNvZOLn-uvV-pGMA,2.0
IzbtTfRn-zj_HLVpOYU1Vw,DVfCbJhJUDWRlUfrKzaKOA,2.0
_DazoG8chAIOUIsp0hAGcw,BWWzh28StP6hkMm5L4nCAQ,2.0
0Q9ww3v4QgwkicWX9MBSGw,jgmnzmHRMwLf6q0IKMziMA,2.0
6iB3SzgwIQ5RjCfGUZvUXA,9HG09ZNqzrEUz-ipSTRkKA,2.0
8kwgIC0PSCjYHMU7UeNSUA,7_YOEQXlrbGpF9t9TPG_nQ,2.0
GJ2qMABiJ1lgrynV4LL7XA,yXLNyvE7fZPqXEfDx6BmEQ,2.0
REAQVZ3zAxG-t6fvSai-Qg,hx-oJMNnweYqE5ybU8aiSg,2.0
3cf7fKNoGyuc_HEM5rM_zg,9ZiDvEuYv-ABq_JDEnrOgg,2.0
Vi-duq6D-Up5WiVTdDFUiA,IAYb36NazDFBifoq9AKcBg,2.0
QkbhY7fanEIMRWZeIkmkYg,BnWDUUnDGYK0tIKvtmBP0g,2.0
LPPXHzncuxZpRIjdNIKYTA,euxQLuOeFIfsZWj6PmHp7g,2.0
QkzatZFYJTfEUbsZ1kWiMg,QMaaLfedGzNhHz6PZKAUkw,2.0
2IEjWTS1KNq6blM9SNaQgw,66EYUS3iichq-Gn6KjgX2A,2.0
0idX2OyHYg4VdCHGS7ttrQ,_So67Ne0t4vNQlbN_C7GyA,2.0
wT7LZud9sjd13qPtW_HUsA,yg_oK5Luqh-VbsF0RK1teQ,2.0
FpVbjOrabJH80sRBnxIlLg,iBZcbvdM1vp_xiuxJVqkNw,2.0
EiTj8lThLRrusel0zQ6k4Q,DNfia9ds6fexTr5XtAw6TA,2.0
TKGwaiANH3VKj3KRwmazlw,r_QcMIgY2zxdcV40kK_rxw,2.0
YHKh9NSEEVfjIJEUF56CZw,Ee_8iRc8jBq3rZunj6_1fg,2.0
xIsqrU6EzG8dKLkeNROR-A,50LSp1WnwMA3PMXXvXDj0Q,2.0
ePLhnDJM35hGoUUHrw4fIg,FMtluZEVTYvHN4bIZi734w,2.0
8QKX99uduxHUu09o30jXfA,IHadZayuynmzIcQy9egKWg,2.0
0J-8fEsDG5JaKne02CR0qg,BoTb3FqOsJaFe_koVfyGbw,2.0
jdMaBpf90J8qG-RkMyjgBA,SZyrTU-tuZt6d9L6nDxyEQ,2.0
PqSEoIHN6bTy9WDoaFp9tA,8w_PzYVk6cR37lpR-SWMog,2.0
pDhAWVAwTPSjz0eLHxBy3A,8jeFkySyEzLnsGYwZIeArw,2.0
iqWUc0lA3lEeZPe-7RtN4Q,02ooNKJDjsE50KfmL0Rqdw,2.0
ydMdMyAHmiQTBiP2Eq_Cbg,eY8afQl17K4N2bf3z6nkCQ,2.0
gwCpy1p2YQySAw0O20CU4Q,PM2u75n_bJA_hvWcvko_tA,2.0
g7hKHr9vom088NmWe9Obkg,etgHBzJzM5UZZKbzAphp-A,2.0
D-p6hZ4uv2CcAp1Y2eIrBQ,N9qQPezv9swXFLPgoMdhOg,2.0
S-sqEpmwTPB5m_6nT6zV9g,9HG09ZNqzrEUz-ipSTRkKA,2.0
HPcWYns3FLfXoosAyj7fEA,3psSpUMwT4zdNca2pOPxRw,2.0
9JEiq1XJZlIC0OWUC1qEEA,6C-UycW07vavAvk-BFzTsA,2.0
2Jb6PKqrbCbRWcSuCDfapQ,medCzwjjGeReqxOt-iPVTg,2.0
dE6l78GnOZ_zNNDTemi6EA,7_YOEQXlrbGpF9t9TPG_nQ,2.0
Igb9y1LV5p5qdwvwX5OZRw,mcXRNuN1MsgXYt8B2MWz2Q,2.0
J2mvlk_OaqXn1Zo-DmtF3Q,2K-uV7mmRdGjii5G5eKF6A,2.0
r-JD7GDO1QsGCEKuOjworA,4lr8Y4jqcbMBptJGJA_O7w,2.0
DWtdscuz42PDIylEwefQDw,NtIUfE8Yj119F3DSPXYs5A,2.0
q6NgNuFeddHSfV7d4iTYjQ,ZRvpOsX_1ZPPzsSZnYHZHw,2.0
XeVQaTV6HGbf4pA4bnoklw,R9hy8FSG869i9xeYNF_Y8Q,2.0
TmDCjfPGRAvBlm9sw8zxnw,p-qvtajJfi19y3Oz-pa9_A,2.0
469st7j1iN2m4nK1r5_jkA,VPeMLO-nIpo6wH9Aaf2qig,2.0
vsPZUDDszbYprM-3QNvmlQ,9HG09ZNqzrEUz-ipSTRkKA,2.0
E-BDJ36TJyDAH4rM7a0fzg,Y91-sIlVyH6v4YM6sTINAw,2.0
q2s5iGt3nMs1UzsP2rq30A,Y91-sIlVyH6v4YM6sTINAw,2.0
VKexKqKJNfQBfaHKyRxUSA,YYRP-b61hjDljhWBfmUlDg,2.0
9pJZGm5-Qy_EsvbUIxk6BA,7yMtQ3nlre2Tr9C3UTQY-g,2.0
Nx6Cdyv_hO53FTqbQqvJaA,8h5C4aF_MIwlLBc9JtaD7Q,2.0
